#geneid	family	symbol	taxid	contig	orient	start	end
441005	52860	LOC441005	9606	NC_000004.10	+	2397433	2421880
441009	54345	LOC441009	9606	NC_000004.10	+	14611883	14613055
441013	0	LOC441013	9606	NC_000004.10	+	43106766	43107710
441016	51485	LOC441016	9606	NC_000004.10	+	54136452	54137310
441018	52718	LOC441018	9606	NC_000004.10	+	69604946	69615397
441019	0	LOC441019	9606	NC_000004.10	+	69393869	69394287
441024	53090	MTHFD2L	9606	NC_000004.10	+	75207854	75387679
441026	0	LOC441026	9606	NC_000004.10	+	83268704	83271789
441027	0	FLJ12993	9606	NC_000004.10	+	83624627	83702149
441032	0	LOC441032	9606	NC_000004.10	+	106625298	106627009
441034	0	LOC441034	9606	NC_000004.10	+	113928621	113929511
441046	0	LOC441046	9606	NC_000004.10	+	144700074	144702062
441050	51827	hCG_2026038	9606	NC_000004.10	+	170948559	170949460
441052	52856	LOC441052	9606	NC_000004.10	+	172969863	172971332
441056	53129	LOC441056	9606	NC_000004.10	+	191234856	191237521
441058	0	MGC39584	9606	NC_000004.10	+	190709308	190735073
442101	0	OR7E162P	9606	NC_000004.10	+	3873030	3874064
442104	0	OR7E86P	9606	NC_000004.10	+	9070045	9071067
442105	0	OR7E85P	9606	NC_000004.10	+	9094447	9095474
442108	0	LOC442108	9606	NC_000004.10	+	54782046	54782395
442112	0	LOC442112	9606	NC_000004.10	+	79320407	79322318
442113	0	LOC442113	9606	NC_000004.10	+	83719992	83721560
442114	0	KRT19P3	9606	NC_000004.10	+	111019674	111020507
442117	49947	GALNT17	9606	NC_000004.10	+	172971228	174199284
442124	53418	LOC442124	9606	NC_000004.10	+	190809820	190810527
442775	0	RAC1P2	9606	NC_000004.10	+	46420443	46421380
442777	0	LOC442777	9606	NC_000004.10	+	88089713	88090280
448831	51989	FRG2	9606	NC_000004.10	+	191182515	191185405
493856	0	ZCD2	9606	NC_000004.10	+	104009648	104029163
494447	0	COILP2	9606	NC_000004.10	+	124164344	124166694
494542	0	TBCAP3	9606	NC_000004.10	+	100049554	100049985
550112	0	LOC550112	9606	NC_000004.10	+	68249597	68269816
554045	53129	DUX4C	9606	NC_000004.10	+	191179689	191180813
594841	0	WDR45p	9606	NC_000004.10	+	154799157	154800613
641365	0	LOC641365	9606	NC_000004.10	+	139238807	139271285
641518	0	LOC641518	9606	NC_000004.10	+	109312701	109317038
642280	51525	MGC26356	9606	NC_000004.10	+	196417	239747
642305	0	LOC642305	9606	NC_000004.10	+	32688714	32689761
642329	0	LOC642329	9606	NC_000004.10	+	69677016	69687812
642381	53404	LOC642381	9606	NC_000004.10	+	69897304	69897582
642474	0	LOC642474	9606	NC_000004.10	+	70142934	70151124
642496	0	LOC642496	9606	NC_000004.10	+	70246580	70258485
642544	0	LOC642544	9606	NC_000004.10	+	171639482	171639953
642637	53405	LOC642637	9606	NC_000004.10	+	71161073	71161829
642656	53406	LOC642656	9606	NC_000004.10	+	71185807	71186700
642662	0	LOC642662	9606	NC_000004.10	+	71198979	71200699
642672	0	LOC642672	9606	NC_000004.10	+	71201126	71201443
642707	53385	LOC642707	9606	NC_000004.10	+	546457	549851
642828	0	LOC642828	9606	NC_000004.10	+	66121771	66122698
642958	0	LOC642958	9606	NC_000004.10	+	75023184	75026892
643014	0	LOC643014	9606	NC_000004.10	+	75170568	75179194
643036	53416	UNQ9368	9606	NC_000004.10	+	185956443	185957193
643073	53386	LOC643073	9606	NC_000004.10	+	1827810	1828412
643100	54360	LOC643100	9606	NC_000004.10	+	76322861	76578575
643179	53417	LOC643179	9606	NC_000004.10	+	181731705	181731899
643205	0	LOC643205	9606	NC_000004.10	+	77176926	77177240
643280	0	LOC643280	9606	NC_000004.10	+	78215429	78223397
643341	0	LOC643341	9606	NC_000004.10	+	4008213	4009048
643370	0	LOC643370	9606	NC_000004.10	+	4164219	4170844
643384	0	LOC643384	9606	NC_000004.10	+	4194891	4203048
643446	0	LOC643446	9606	NC_000004.10	+	10979316	10984485
643449	54352	LOC643449	9606	NC_000004.10	+	47160603	47167207
643464	0	LOC643464	9606	NC_000004.10	+	47611174	47624104
643513	0	LOC643513	9606	NC_000004.10	+	81219709	81221299
643579	0	LOC643579	9606	NC_000004.10	+	48939249	48976039
643616	0	MOP-1	9606	NC_000004.10	+	82608705	82612793
643675	53407	hCG_2045751	9606	NC_000004.10	+	106109901	106260605
643751	49454	LOC643751	9606	NC_000004.10	+	22337238	22344101
643783	0	LOC643783	9606	NC_000004.10	+	53220383	53222786
643901	53396	LOC643901	9606	NC_000004.10	+	54625384	54625901
643915	0	LOC643915	9606	NC_000004.10	+	54647849	54648742
643974	0	LOC643974	9606	NC_000004.10	+	88010367	88017943
644042	0	LOC644042	9606	NC_000004.10	+	187486802	187487748
644145	53397	hCG_2040572	9606	NC_000004.10	+	56380949	56398273
644173	54356	LOC644173	9606	NC_000004.10	+	56508878	56510337
644196	53398	LOC644196	9606	NC_000004.10	+	56971564	56984379
644248	53408	LOC644248	9606	NC_000004.10	+	90976085	90980768
644282	0	LOC644282	9606	NC_000004.10	+	188599798	188602442
644325	0	LOC644325	9606	NC_000004.10	+	188904281	188906352
644414	0	DEFB131	9606	NC_000004.10	+	9055357	9061337
644419	53399	LOC644419	9606	NC_000004.10	+	60586704	60586898
644429	0	LOC644429	9606	NC_000004.10	+	95336032	95337835
644445	0	LOC644445	9606	NC_000004.10	+	9084373	9085956
644491	0	LOC644491	9606	NC_000004.10	+	189545618	189552157
644517	0	LOC644517	9606	NC_000004.10	+	9302279	9313717
644534	0	LOC644534	9606	NC_000004.10	+	63058781	63059083
644548	53400	LOC644548	9606	NC_000004.10	+	63365147	63365986
644556	53401	LOC644556	9606	NC_000004.10	+	63366066	63367106
644578	53402	LOC644578	9606	NC_000004.10	+	63898862	63899209
644624	54377	LOC644624	9606	NC_000004.10	+	124793398	124805344
644682	53403	LOC644682	9606	NC_000004.10	+	65765145	65765414
644721	0	LOC644721	9606	NC_000004.10	+	101130916	101131665
644753	53389	LOC644753	9606	NC_000004.10	+	11379510	11382605
644759	54357	LOC644759	9606	NC_000004.10	+	68540065	68545845
644780	0	LOC644780	9606	NC_000004.10	+	68732393	68760782
644813	0	LOC644813	9606	NC_000004.10	+	190919023	190919805
644816	53390	LOC644816	9606	NC_000004.10	+	12949057	12949278
644835	0	LOC644835	9606	NC_000004.10	+	191006733	191007335
644868	0	LOC644868	9606	NC_000004.10	+	13242535	13243822
644879	0	LOC644879	9606	NC_000004.10	+	140255241	140256106
644881	0	LOC644881	9606	NC_000004.10	+	191196049	191196850
644892	0	LOC644892	9606	NC_000004.10	+	106819627	106821348
644914	49326	LOC644914	9606	NC_000004.10	+	140838208	140839247
644993	53409	LOC644993	9606	NC_000004.10	+	109316601	109397440
645003	0	LOC645003	9606	NC_000004.10	+	109555851	109557246
645018	51227	LOC645018	9606	NC_000004.10	+	144489699	144505924
645078	0	ZCCHC23	9606	NC_000004.10	+	110443639	110456739
645097	0	LOC645097	9606	NC_000004.10	+	17038416	17077026
645104	53391	CLRN2	9606	NC_000004.10	+	17125987	17137802
645108	0	LOC645108	9606	NC_000004.10	+	17162834	17163471
645145	0	LOC645145	9606	NC_000004.10	+	111433587	111434164
645174	0	LOC645174	9606	NC_000004.10	+	19424469	19425025
645237	0	LOC645237	9606	NC_000004.10	+	113496739	113500351
645264	0	LOC645264	9606	NC_000004.10	+	113823406	113826107
645368	0	LOC645368	9606	NC_000004.10	+	117184011	117184649
645433	0	LOC645433	9606	NC_000004.10	+	25115716	25117394
645455	0	CEP170L	9606	NC_000004.10	+	119606244	119696723
645481	53393	LOC645481	9606	NC_000004.10	+	25722378	25724558
645513	0	LOC645513	9606	NC_000004.10	+	120584857	120622138
645641	53394	LOC645641	9606	NC_000004.10	+	28434005	28434313
645716	54343	LOC645716	9606	NC_000004.10	+	30781863	30822394
645762	0	LOC645762	9606	NC_000004.10	+	125203102	125203591
645773	0	LOC645773	9606	NC_000004.10	+	125576351	125577724
645841	0	LOC645841	9606	NC_000004.10	+	126864028	126869391
646187	0	LOC646187	9606	NC_000004.10	+	132997907	133000094
646272	53218	LOC646272	9606	NC_000004.10	+	136084909	136085127
646292	0	LOC646292	9606	NC_000004.10	+	136511781	136540123
646316	53411	LOC646316	9606	NC_000004.10	+	137494105	137496954
646484	53412	LOC646484	9606	NC_000004.10	+	141638329	141641933
646561	53413	LOC646561	9606	NC_000004.10	+	145050124	145052970
646576	0	LOC646576	9606	NC_000004.10	+	145783517	145787039
646593	0	hCG_1778643	9606	NC_000004.10	+	146622516	146623088
646603	54388	LOC646603	9606	NC_000004.10	+	146820805	146873398
646737	0	LOC646737	9606	NC_000004.10	+	153754427	153755266
646865	53415	hCG_1814936	9606	NC_000004.10	+	157775095	157783055
646890	0	LOC646890	9606	NC_000004.10	+	159417480	159421177
646954	0	LOC646954	9606	NC_000004.10	+	165068994	165074045
646966	0	LOC646966	9606	NC_000004.10	+	166061175	166061664
646989	0	LOC646989	9606	NC_000004.10	+	166163729	166167371
646995	0	LOC646995	9606	NC_000004.10	+	166804809	166806272
649288	54391	LOC649288	9606	NC_000004.10	+	152167655	152167948
650560	0	LOC650560	9606	NC_000004.10	+	104712274	104714703
651430	53421	FLJ38576	9606	NC_000004.10	+	187346887	187349637
651644	0	LOC651644	9606	NC_000004.10	+	35742796	35743715
653156	51374	LOC653156	9606	NC_000004.10	+	128953243	128953846
653541	0	LOC653541	9606	NC_000004.10	+	191223373	191224344
653543	53129	LOC653543	9606	NC_000004.10	+	191224973	191227641
653544	53129	LOC653544	9606	NC_000004.10	+	191228270	191230934
653545	53129	LOC653545	9606	NC_000004.10	+	191231563	191234227
653548	53129	LOC653548	9606	NC_000004.10	+	191241450	191244114
653794	0	LOC653794	9606	NC_000004.10	+	166043058	166057584
654254	0	LOC654254	9606	NC_000004.10	+	252839	301264
677770	0	SCARNA22	9606	NC_000004.10	+	1946160	1946284
677809	0	SNORA24	9606	NC_000004.10	+	119419792	119419922
677810	0	SNORA26	9606	NC_000004.10	+	53274172	53274293
727738	49069	LOC727738	9606	NC_000004.10	+	75699650	75709509
727753	0	LOC727753	9606	NC_000004.10	+	69525975	69529734
727792	54348	LOC727792	9606	NC_000004.10	+	33646190	33646351
727819	0	LOC727819	9606	NC_000004.10	+	34328566	34347412
727821	0	LOC727821	9606	NC_000004.10	+	37499336	37499894
727823	54349	LOC727823	9606	NC_000004.10	+	34716134	34716466
727835	0	LOC727835	9606	NC_000004.10	+	169913541	169914328
727891	0	LOC727891	9606	NC_000004.10	+	171762437	171789154
727929	54396	LOC727929	9606	NC_000004.10	+	174479836	174487419
727951	0	LOC727951	9606	NC_000004.10	+	4129108	4130769
727965	0	LOC727965	9606	NC_000004.10	+	38411080	38447299
727976	0	LOC727976	9606	NC_000004.10	+	38546114	38546542
727995	54358	LOC727995	9606	NC_000004.10	+	72235432	72272328
727997	51188	LOC727997	9606	NC_000004.10	+	62323740	62324162
728015	0	LOC728015	9606	NC_000004.10	+	4559707	4560452
728019	0	LOC728019	9606	NC_000004.10	+	73891847	73892853
728040	54359	hCG_1813624	9606	NC_000004.10	+	74594779	74613302
728045	49532	LOC728045	9606	NC_000004.10	+	74932446	74933418
728048	0	LOC728048	9606	NC_000004.10	+	66642439	66643004
728081	54397	hCG_2025798	9606	NC_000004.10	+	182222235	182317295
728128	0	LOC728128	9606	NC_000004.10	+	83630999	83631889
728131	0	LOC728131	9606	NC_000004.10	+	83634962	83636454
728136	0	LOC728136	9606	NC_000004.10	+	41578192	41579257
728140	0	LOC728140	9606	NC_000004.10	+	2016795	2030819
728160	49771	LOC728160	9606	NC_000004.10	+	69194909	69219103
728174	54341	LOC728174	9606	NC_000004.10	+	7522977	7526194
728175	54398	LOC728175	9606	NC_000004.10	+	185487644	185506044
728186	0	LOC728186	9606	NC_000004.10	+	78025716	78027080
728191	0	LOC728191	9606	NC_000004.10	+	182978151	183023946
728193	54355	LOC728193	9606	NC_000004.10	+	53306752	53312563
728203	0	LOC728203	9606	NC_000004.10	+	186146631	186163335
728263	0	LOC728263	9606	NC_000004.10	+	3965102	3996234
728274	0	LOC728274	9606	NC_000004.10	+	4019629	4076996
728277	0	LOC728277	9606	NC_000004.10	+	2059997	2062141
728282	0	LOC728282	9606	NC_000004.10	+	184557002	184566516
728284	54401	LOC728284	9606	NC_000004.10	+	187585069	187646100
728298	0	LOC728298	9606	NC_000004.10	+	48407110	48528514
728313	53270	LOC728313	9606	NC_000004.10	+	48858117	48858422
728315	0	LOC728315	9606	NC_000004.10	+	56917057	56917853
728330	54402	LOC728330	9606	NC_000004.10	+	185009104	185009319
728333	0	LOC728333	9606	NC_000004.10	+	89648764	89650576
728339	54403	LOC728339	9606	NC_000004.10	+	191021607	191097986
728364	0	LOC728364	9606	NC_000004.10	+	49183702	49186819
728365	54404	LOC728365	9606	NC_000004.10	+	185413243	185413413
728369	52549	LOC728369	9606	NC_000004.10	+	8935988	8937580
728371	0	LOC728371	9606	NC_000004.10	+	49198918	49210831
728373	52549	LOC728373	9606	NC_000004.10	+	8940734	8942326
728379	52549	LOC728379	9606	NC_000004.10	+	8945481	8947073
728384	0	LOC728384	9606	NC_000004.10	+	49221116	49249735
728386	52549	LOC728386	9606	NC_000004.10	+	8950226	8951818
728393	52549	LOC728393	9606	NC_000004.10	+	8954971	8956563
728394	54362	LOC728394	9606	NC_000004.10	+	92459207	92465479
728398	0	LOC728398	9606	NC_000004.10	+	84625266	84625487
728400	52549	LOC728400	9606	NC_000004.10	+	8959716	8961308
728405	52549	LOC728405	9606	NC_000004.10	+	8964461	8966053
728410	53129	LOC728410	9606	NC_000004.10	+	191244743	191247414
728415	54405	LOC728415	9606	NC_000004.10	+	185631132	185631494
728419	52549	LOC728419	9606	NC_000004.10	+	8973952	8975544
728429	49788	LOC728429	9606	NC_000004.10	+	8992379	9020237
728442	54363	LOC728442	9606	NC_000004.10	+	95883841	95898157
728469	54354	LOC728469	9606	NC_000004.10	+	41057611	41060318
728471	54364	LOC728471	9606	NC_000004.10	+	85684564	85723546
728480	0	LOC728480	9606	NC_000004.10	+	6547751	6581807
728483	54365	LOC728483	9606	NC_000004.10	+	86105896	86106252
728521	54366	LOC728521	9606	NC_000004.10	+	88032170	88032853
728525	0	LOC728525	9606	NC_000004.10	+	186360347	186362320
728529	0	LOC728529	9606	NC_000004.10	+	7128782	7129717
728530	54367	LOC728530	9606	NC_000004.10	+	88075626	88083421
728561	54368	LOC728561	9606	NC_000004.10	+	89423925	89424996
728564	0	LOC728564	9606	NC_000004.10	+	8223911	8227678
728576	0	LOC728576	9606	NC_000004.10	+	47403095	47404060
728607	50930	LOC728607	9606	NC_000004.10	+	103874502	103875056
728629	0	LOC728629	9606	NC_000004.10	+	48713166	48713927
728700	0	LOC728700	9606	NC_000004.10	+	9173870	9174900
728708	0	LOC728708	9606	NC_000004.10	+	9226357	9296473
728709	0	LOC728709	9606	NC_000004.10	+	63669029	63692193
728710	54369	LOC728710	9606	NC_000004.10	+	100096173	100096469
728771	54371	LOC728771	9606	NC_000004.10	+	101952434	101964074
728807	0	LOC728807	9606	NC_000004.10	+	69162913	69177701
728811	0	LOC728811	9606	NC_000004.10	+	69252907	69267160
728847	54373	LOC728847	9606	NC_000004.10	+	105632382	105639504
728856	0	LOC728856	9606	NC_000004.10	+	190360443	190393469
728886	0	LOC728886	9606	NC_000004.10	+	190587618	190625466
728894	0	LOC728894	9606	NC_000004.10	+	190648623	190650298
728914	0	LOC728914	9606	NC_000004.10	+	113705478	113706115
728937	52657	LOC728937	9606	NC_000004.10	+	114354543	114355032
729006	0	LOC729006	9606	NC_000004.10	+	16583995	16685410
729010	0	LOC729010	9606	NC_000004.10	+	119760706	119769059
729021	0	LOC729021	9606	NC_000004.10	+	119769875	119776418
729065	54374	LOC729065	9606	NC_000004.10	+	111934171	111937948
729071	0	LOC729071	9606	NC_000004.10	+	18447754	18515477
729075	54375	LOC729075	9606	NC_000004.10	+	112692523	112692717
729109	0	LOC729109	9606	NC_000004.10	+	122510034	122510949
729112	54376	LOC729112	9606	NC_000004.10	+	122590349	122722396
729175	54346	LOC729175	9606	NC_000004.10	+	24082553	24093599
729218	0	LOC729218	9606	NC_000004.10	+	119725447	119746656
729227	0	LOC729227	9606	NC_000004.10	+	119778954	119781460
729231	0	LOC729231	9606	NC_000004.10	+	129295993	129297492
729249	0	LOC729249	9606	NC_000004.10	+	120471029	120518980
729265	54378	LOC729265	9606	NC_000004.10	+	130929563	130939253
729307	54379	LOC729307	9606	NC_000004.10	+	138334382	138337958
729338	0	LOC729338	9606	NC_000004.10	+	123871150	123874356
729345	54380	LOC729345	9606	NC_000004.10	+	124532621	124538453
729350	0	LOC729350	9606	NC_000004.10	+	140566999	140571487
729377	0	LOC729377	9606	NC_000004.10	+	125851079	125853978
729407	54381	LOC729407	9606	NC_000004.10	+	142381526	142419390
729424	54382	LOC729424	9606	NC_000004.10	+	128762591	128764361
729497	0	LOC729497	9606	NC_000004.10	+	146764400	146766665
729548	0	LOC729548	9606	NC_000004.10	+	136092735	136093995
729551	54383	LOC729551	9606	NC_000004.10	+	136232985	136238262
729558	0	LOC729558	9606	NC_000004.10	+	151719690	151720535
729566	54227	LOC729566	9606	NC_000004.10	+	151861582	151862039
729578	54384	LOC729578	9606	NC_000004.10	+	137938202	138353408
729651	54385	LOC729651	9606	NC_000004.10	+	155883008	155883533
729675	0	LOC729675	9606	NC_000004.10	+	144073797	144325899
729725	54387	LOC729725	9606	NC_000004.10	+	163183785	163197798
729743	54389	LOC729743	9606	NC_000004.10	+	164472629	164473853
729748	54390	LOC729748	9606	NC_000004.10	+	147263016	147323602
729830	0	LOC729830	9606	NC_000004.10	+	152702090	152804229
729870	54392	LOC729870	9606	NC_000004.10	+	154077392	154079051
729884	49959	LOC729884	9606	NC_000004.10	+	69465107	69515258
729902	54393	LOC729902	9606	NC_000004.10	+	156010143	156020213
729923	54402	LOC729923	9606	NC_000004.10	+	157154174	157154717
729937	54394	LOC729937	9606	NC_000004.10	+	158757293	158785048
729951	0	LOC729951	9606	NC_000004.10	+	159907248	159909593
729971	54395	LOC729971	9606	NC_000004.10	+	164249386	164260718
732478	0	LOC732478	9606	NC_000004.10	+	70081966	70083312
62	0	ACTBP2	9606	NC_000005.8	+	77116397	77118176
64	0	ACTBP4	9606	NC_000005.8	+	131022035	131023776
108	49807	ADCY2	9606	NC_000005.8	+	7449344	7883193
147	0	ADRA1B	9606	NC_000005.8	+	159276317	159332594
154	49223	ADRB2	9606	NC_000005.8	+	148186368	148188378
309	53164	ANXA6	9606	NC_000005.8	+	150460460	150517559
324	0	APC	9606	NC_000005.8	+	112101482	112209834
373	49068	TRIM23	9606	NC_000005.8	+	64921262	64955942
411	0	ARSB	9606	NC_000005.8	+	78108787	78318112
454	0	ASSP9	9606	NC_000005.8	+	53190677	53192218
455	0	ASSP10	9606	NC_000005.8	+	144588496	144590040
475	0	ATOX1	9606	NC_000005.8	+	151102575	151118402
501	49814	ALDH7A1	9606	NC_000005.8	+	125908343	125958838
541	0	ALDH7A1P1	9606	NC_000005.8	+	76621683	76623498
635	49100	BHMT	9606	NC_000005.8	+	78443438	78463863
662	49106	BNIP1	9606	NC_000005.8	+	172504145	172523949
689	51512	BTF3	9606	NC_000005.8	+	72830005	72837203
729	0	C6	9606	NC_000005.8	+	41178092	41249368
730	0	C7	9606	NC_000005.8	+	40945355	41018797
735	0	C9	9606	NC_000005.8	+	39320757	39400411
814	0	CAMK4	9606	NC_000005.8	+	110587980	110848647
815	51956	CAMK2A	9606	NC_000005.8	+	149579247	149649528
819	0	CAMLG	9606	NC_000005.8	+	134102104	134115745
821	50823	CANX	9606	NC_000005.8	+	179058535	179091247
831	0	CAST	9606	NC_000005.8	+	96057293	96136142
891	49907	CCNB1	9606	NC_000005.8	+	68498668	68509827
900	49908	CCNG1	9606	NC_000005.8	+	162797154	162804599
902	0	CCNH	9606	NC_000005.8	+	86725837	86744591
929	49821	CD14	9606	NC_000005.8	+	139991500	139993438
972	0	CD74	9606	NC_000005.8	+	149761392	149772524
995	49149	CDC25C	9606	NC_000005.8	+	137648857	137695414
1004	49151	CDH6	9606	NC_000005.8	+	31229552	31360993
1007	49151	CDH9	9606	NC_000005.8	+	26916465	27074445
1008	49151	CDH10	9606	NC_000005.8	+	24522966	24680667
1010	49151	CDH12	9606	NC_000005.8	+	21786910	22889487
1011	0	CDH12P	9606	NC_000005.8	+	69316782	69317082
1016	49151	CDH18	9606	NC_000005.8	+	19508897	20017045
1022	49150	CDK7	9606	NC_000005.8	+	68566470	68609005
1036	0	CDO1	9606	NC_000005.8	+	115168328	115180303
1044	0	CDX1	9606	NC_000005.8	+	149526551	149544255
1070	49124	CETN3	9606	NC_000005.8	+	89725283	89741358
1105	49826	CHD1	9606	NC_000005.8	+	98218807	98290137
1160	49161	CKMT2	9606	NC_000005.8	+	80564937	80597971
1161	0	ERCC8	9606	NC_000005.8	+	60205414	60276647
1176	49163	AP3S1	9606	NC_000005.8	+	115205517	115277676
1212	49169	CLTB	9606	NC_000005.8	+	175752061	175776145
1350	0	COX7C	9606	NC_000005.8	+	85949539	85952338
1393	0	CRHBP	9606	NC_000005.8	+	76284435	76301054
1404	49184	HAPLN1	9606	NC_000005.8	+	82972492	83052453
1436	49487	CSF1R	9606	NC_000005.8	+	149413050	149473127
1437	0	CSF2	9606	NC_000005.8	+	131437383	131439757
1452	51706	CSNK1A1	9606	NC_000005.8	+	148855037	148911199
1456	49193	CSNK1G3	9606	NC_000005.8	+	122875777	122980363
1462	0	VCAN	9606	NC_000005.8	+	82803338	82912736
1482	51717	NKX2-5	9606	NC_000005.8	+	172591743	172594867
1495	50447	CTNNA1	9606	NC_000005.8	+	138117005	138298621
1498	0	CTNNAP1	9606	NC_000005.8	+	114752617	114756036
1501	50864	CTNND2	9606	NC_000005.8	+	11024951	11957109
1601	0	DAB2	9606	NC_000005.8	+	39408487	39460702
1611	0	DAP	9606	NC_000005.8	+	10732405	10814338
1623	0	DBIL1	9606	NC_000005.8	+	79934737	79935206
1627	51404	DBN1	9606	NC_000005.8	+	176816219	176833270
1657	51460	DMXL1	9606	NC_000005.8	+	118435083	118612720
1719	49215	DHFR	9606	NC_000005.8	+	79957800	79986555
1729	0	DIAPH1	9606	NC_000005.8	+	140874772	140978690
1767	51097	DNAH5	9606	NC_000005.8	+	13745038	13997588
1794	49221	DOCK2	9606	NC_000005.8	+	168996870	169442958
1809	49183	DPYSL3	9606	NC_000005.8	+	146750563	146813452
1812	49222	DRD1	9606	NC_000005.8	+	174800280	174803768
1836	49491	SLC26A2	9606	NC_000005.8	+	149320638	149347155
1839	0	HBEGF	9606	NC_000005.8	+	139692611	139706357
1843	49228	DUSP1	9606	NC_000005.8	+	172127706	172130808
1879	52174	EBF1	9606	NC_000005.8	+	158058005	158459346
1934	0	EEF1B3	9606	NC_000005.8	+	67490781	67491641
1946	0	EFNA5	9606	NC_000005.8	+	106744249	107034494
1958	0	EGR1	9606	NC_000005.8	+	137829079	137832902
2107	0	ETF1	9606	NC_000005.8	+	137869686	137906801
2149	0	F2R	9606	NC_000005.8	+	76047541	76067053
